File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
f34af986-e998-4951-8c73-d498a7443566	8a1bfe0e-c97a-41c4-815f-cf5bb5cfc69f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A193	TCGA-ER-A193-06A	Metastatic
3b46e9c2-bf5a-45fd-8cb3-0dcdabbd7218	b48d03d1-e323-4119-b62e-1952163aab2a_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-01A	Primary Tumor
526e35b5-0cd0-42f7-8bd1-582955655e11	93064ee5-5d66-4b34-9f7b-515da409f1dd_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-10A	Blood Derived Normal
57435c9c-c3f5-4069-89ef-01cad18d43cb	d0e033bc-8e97-4322-b3b1-8626f1e2449b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I0	TCGA-DA-A1I0-06A	Metastatic
54f997a6-5582-46f8-a3d8-71d74b8e2e78	f6c23420-493d-49c0-831a-8cfaef714e4b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-01A	Primary Tumor
b9707a5b-0afd-4ab9-9b5b-3f853c3b3066	40a9b358-e49d-42b6-aef0-cf04f33f2e14_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19O	TCGA-ER-A19O-06A	Metastatic
029a7286-76c9-4a06-b730-94cbc5c1523b	a5e22f8f-a2d8-4968-b258-bc67282cb9c0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZN	TCGA-FS-A1ZN-10A	Blood Derived Normal
3aab195b-c321-4170-ba26-dcf2419db8ea	fda54930-6f29-4c59-ae0a-721f9baadb89_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z4	TCGA-FS-A1Z4-10A	Blood Derived Normal
66a34928-2eda-4046-8d80-fcf332d75e9e	a3857f08-f577-41b4-a573-71d084fc9ce4_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GT	TCGA-EE-A2GT-06A	Metastatic
f618fe1f-906b-492a-b7bb-d6fb6c1e77c0	5310f698-d31a-4628-84b4-dc9ac29722a5_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GT	TCGA-EE-A2GT-06A	Metastatic
69da9b84-1372-4d81-ac0f-7d334b214c7b	1c803f97-8436-4e2a-82ce-58de4b49dea3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MJ	TCGA-EE-A2MJ-06A	Metastatic
9f974fb1-4e80-4ee7-99a9-22defb0015e4	9a345f68-0a6c-433e-91af-1bd41491520c_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29B	TCGA-EE-A29B-10A	Blood Derived Normal
03fe6850-75d7-4a69-9dad-717b0a12fa91	b91a19c6-1667-4c0c-8d8e-60bbefdc4ae1_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-A9W2	TCGA-XV-A9W2-01A	Primary Tumor
6c3fffff-fb5e-4772-9a79-5468e61fe7da	99346d7e-b398-4886-bcfb-29876b53964d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZM	TCGA-FS-A1ZM-10A	Blood Derived Normal
7296dfc1-b196-4e08-84cd-7d03cc8ced63	a0583407-712d-46f3-8c4e-4eeaa0149087_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q1	TCGA-D3-A1Q1-06A	Metastatic
ef23e59a-954d-43fa-b144-0e20f6ffbbc1	a2491ea0-7f4b-4516-8981-05fc06a0a05e_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5ER	TCGA-BF-A5ER-10A	Blood Derived Normal
c0e7eab8-3c9f-49c2-be98-b6fcc8f16aca	52ae8f4d-ecc7-4acf-85e3-4317bdfd7eb0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A3Z4	TCGA-D9-A3Z4-10A	Blood Derived Normal
1ca09717-86e3-41a2-a00f-ff1a8cbb4991	d1c0c033-0eba-4fc9-82d7-52a769654154_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A553	TCGA-EB-A553-10A	Blood Derived Normal
1b65b9d3-4219-4d7a-8846-c399b6c94069	978ae91e-6ebe-4efa-97ff-cfad511ae7b3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F8	TCGA-DA-A3F8-06A	Metastatic
7ce19f1f-039b-400e-8647-abb216509951	bd64ee85-341b-4d5a-8dde-17898f3cdc99_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2A1	TCGA-EE-A2A1-06A	Metastatic
5ba9163e-d3e5-4d91-9b37-1038a7cfccf5	4e250771-0ed3-4fd5-a177-90276344d1fd_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2A1	TCGA-EE-A2A1-10A	Blood Derived Normal
1995d24f-3b00-4e20-9843-3d1c0aecf02f	46412d85-4008-45c9-a031-b8bf1a8d56cc_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A196	TCGA-ER-A196-10A	Blood Derived Normal
4fb62291-d753-45ef-af72-7d537e6279c7	30ced7b6-9cd7-4f9b-96cc-3264ef036734_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZC	TCGA-FS-A1ZC-06A	Metastatic
e2d9af55-a886-411a-a4ee-ea4226562591	0fd8f30a-936e-4a72-aa69-4dac1e4bce49_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-01A	Primary Tumor
846aa374-5b84-4afb-aefd-b4764bc74c73	f32701ee-123a-4d6c-ae5a-06f52aad063e_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29H	TCGA-EE-A29H-06A	Metastatic
1e7f9390-ef3c-4f0b-a8c6-1094db5d4a6b	231598d2-a4cd-4a61-b98a-3f41220659cd_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MI	TCGA-EE-A2MI-10A	Blood Derived Normal
a0493d70-934b-4cb2-8f68-ce1e90dc1457	06bc4bb6-24cd-4bc2-af6c-468c37ec5d48_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-IH-A3EA	TCGA-IH-A3EA-01A	Primary Tumor
7cb2ff45-b5af-4fc4-80dd-c7742d2d1eae	c7a9c17f-142d-45b0-a5f0-23fc850e6981_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GF-A769	TCGA-GF-A769-01A	Primary Tumor
48d8dc31-1729-487b-b2b6-c6eaadcb70b8	7bf18207-5336-4c0c-9017-b6bd5daa7ff7_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5ER	TCGA-BF-A5ER-01A	Primary Tumor
02356089-eb16-43e0-b4d5-27cb5beeb2c9	c18f4b2b-e77c-4833-9fa9-96d4463800e0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3XB	TCGA-EB-A3XB-10B	Blood Derived Normal
053fd27e-db6b-449d-8395-def30f25be2a	788dc356-ef8c-4e40-ba3c-c63b874be33f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A550	TCGA-EB-A550-01A	Primary Tumor
4e6c17b0-d722-454f-83bc-b9ffb801cc66	e7b47cec-4001-4426-81a0-86b345a56800_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19J	TCGA-ER-A19J-10A	Blood Derived Normal
28417316-6fa5-47a2-b38f-c0b76c78fbd9	f0c1ab78-7825-4cf4-b4d7-e7a1a8a17c0f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MH	TCGA-EE-A2MH-06A	Metastatic
5ce5f668-4f37-4cf8-8c10-69fa3bc57f9f	84b82d6d-d447-449c-94ee-cd14505de6f6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5VU	TCGA-EB-A5VU-01A	Primary Tumor
f323c7fa-b9b1-49b0-98e3-dc5afd07be05	6c884037-49f9-41c3-b0e5-9cbcd545aeb7_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-01A	Primary Tumor
fe82df7b-1e9d-4dc5-b26b-675c6919bb36	54939a7b-7340-4812-8e6b-36d7b29b1a58_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-01A	Primary Tumor
16f1b039-44b7-47fb-b7b6-fa9f366697fa	c287dc89-3035-459d-8d74-dbff9a051175_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A6QY	TCGA-EB-A6QY-01A	Primary Tumor
2388d871-354d-45c6-a597-ba92e2b0347f	4c58ffda-be6d-4420-a2e6-24cd3a705b05_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A6QY	TCGA-EB-A6QY-10B	Blood Derived Normal
3d885ef5-8ae4-4576-b625-e445f4a32518	e8597f31-eb56-4dd3-9cd8-976c079a4c66_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP2	TCGA-BF-AAP2-01A	Primary Tumor
0fca04e1-d4db-45ce-b7ba-2577237237d8	0c4a6a26-c64c-44e0-b422-a95e44aba7f3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A82B	TCGA-EB-A82B-01A	Primary Tumor
9f6a08da-4300-4025-aa57-d56c191f04b2	c15b6b69-f9d7-40fd-8c82-f22f6b88f3f2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5EO	TCGA-BF-A5EO-01A	Primary Tumor
39c2280d-c719-49b7-a7ce-d9ce19b85a5a	ead20498-dcd9-4785-b022-8dcbddfd1539_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A8LN	TCGA-GN-A8LN-01A	Primary Tumor
4ca0b855-dc96-4321-b810-cf6163bff712	a1425774-59b5-4387-81b4-3abbb8031d47_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A8LN	TCGA-GN-A8LN-10A	Blood Derived Normal
34462359-8786-44da-aef5-cfb9660544bd	93eb9265-c790-4980-b305-4e0240791242_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29E	TCGA-EE-A29E-10A	Blood Derived Normal
7dd0884f-da48-4312-a8c3-a00c503f4c0a	0d4616a1-dc9e-4a86-9f95-e705b59c17dd_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A431	TCGA-EB-A431-01A	Primary Tumor
7167441a-07ea-45b7-8f71-a8a6da6b2573	ed0898a8-cea1-4bb6-aa71-67596d1ced61_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A299	TCGA-EB-A299-01A	Primary Tumor
e1bedd73-08e3-4b15-9be3-3c0820e1dde4	21b8ac21-0ca8-43d0-a254-cefae126d83e_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A6QZ	TCGA-EB-A6QZ-01A	Primary Tumor
4c0aa02f-0ee0-4acb-a631-7c8fd4616c3c	b9cb409b-ac7f-4c8d-ae93-906afbf3ec93_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29N	TCGA-EE-A29N-10A	Blood Derived Normal
19a58ca8-30b9-458a-b809-9ce912e94f72	a547f691-9db5-4678-8422-e4502cbbd374_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-A9W2	TCGA-XV-A9W2-10A	Blood Derived Normal
bd047097-f439-4b48-99e3-7bf131313186	fa4d35e3-fc38-4e26-a9e0-521a648acec1_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29B	TCGA-EE-A29B-06A	Metastatic
3f34b949-cd2e-4fca-a8ff-1384b57d46ba	86e96814-fe03-47a8-8eb6-cdead9fe4f05_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A185	TCGA-EE-A185-10A	Blood Derived Normal
3e400516-924c-4e52-b1ca-67eb4c5468f5	7a5a39d0-f2d6-4158-8ed4-c76e62657738_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GR	TCGA-EE-A2GR-06A	Metastatic
26ec6e93-d741-4e20-9db8-e92dfa6b0690	fb3534ac-a9fb-470f-a065-dbb1f235d716_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5EP	TCGA-BF-A5EP-10A	Blood Derived Normal
82926a8b-03a5-4b87-b33a-ea284f9cda41	608d2f9b-5f30-4783-a869-5298c0c07f3f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5EO	TCGA-BF-A5EO-10A	Blood Derived Normal
b6442d77-5c26-4119-9c32-42afb885553a	c8dec84d-2f89-42fc-bfff-fa128f324c3e_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A82B	TCGA-EB-A82B-10A	Blood Derived Normal
fbf34220-7db9-4f37-9585-769c3dff68a4	7ef9aaef-51c2-424e-a14c-c2c35942ee22_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q9	TCGA-D3-A1Q9-06A	Metastatic
3b0e1432-582c-4012-9ed3-0566f8815ffd	9f418c93-5a97-41d5-b69f-eb581c967390_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q9	TCGA-D3-A1Q9-10A	Blood Derived Normal
d4c32d9c-2b0a-494d-a9be-2a7c9d186325	c1a44d60-23d2-46b9-93e7-7e9dc671902c_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29E	TCGA-EE-A29E-06A	Metastatic
161be51a-6fcb-4baf-af79-c7aa08da785e	69d0bff4-eec5-40a7-ab3d-cba125bc29f7_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GT	TCGA-EE-A2GT-10A	Blood Derived Normal
18398da5-85b9-4567-987f-4de111bd42dd	7532f8f2-7bbd-4834-987e-172aa2c6eaf8_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A44N	TCGA-EB-A44N-01A	Primary Tumor
5653d96c-1b02-4581-a1a0-a01f0fb28bd8	708f03df-83ee-47f7-99f4-ad2e7e0db63b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19N	TCGA-ER-A19N-10A	Blood Derived Normal
b7e7871f-50f0-4df2-9c1d-a4d09efcd314	f01ad90b-4e93-4368-a05e-76e9f1779629_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3Y6	TCGA-EB-A3Y6-01A	Primary Tumor
f1a939fb-6b63-4080-8f62-7dfd75353589	fbe6aae2-b4a1-4aa3-a4b3-c5a43812c1e6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3Y6	TCGA-EB-A3Y6-10A	Blood Derived Normal
68e89801-916e-43c6-9cbd-3783794e8981	628778f0-a013-498a-938a-bea1361add23_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q1	TCGA-D3-A1Q1-10A	Blood Derived Normal
4559e699-29d6-4a04-a1bb-d13bfcf18050	d1786636-29e9-478a-a6cd-161fedb453da_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GS	TCGA-EE-A2GS-06A	Metastatic
754d11de-ab44-4928-8f39-20349f421ada	64fbfa57-cff3-4193-a826-415de8f91396_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1YY	TCGA-FS-A1YY-10A	Blood Derived Normal
009c837c-e4b6-46c2-ad8f-a7d7325de5f6	9872d0e1-c9f7-40fc-a0dc-8e62e4e4b4f3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-IH-A3EA	TCGA-IH-A3EA-10A	Blood Derived Normal
3bd9a8c9-7079-4bb4-8a43-747bc67fee57	e3f66563-88db-4ad4-902c-dfe456ceb0b8_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A3Z4	TCGA-D9-A3Z4-01A	Primary Tumor
7fe48852-2e48-4c41-96e2-33ccb451bbe8	7a9149b5-4c0c-4626-ac6c-0f0f7ca9c5b1_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A553	TCGA-EB-A553-01A	Primary Tumor
05a49002-437a-4c66-80fc-71238d99ebc9	3bf67116-be87-4c02-b931-352ebb7f3b48_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2M5	TCGA-EE-A2M5-10A	Blood Derived Normal
83aad45c-23b5-4279-8357-75360ba8ef73	fa4f4875-8db0-4ca3-9a4f-72074ae2a7c5_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZQ	TCGA-FS-A1ZQ-06A	Metastatic
61a9a014-90b1-4954-bdc2-29068c991871	58e501cf-2038-4cac-961a-92916f2a0268_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A196	TCGA-ER-A196-01A	Primary Tumor
1deec293-c9d6-4dcd-8aaf-e86b9d183fa3	595733a4-7b2b-4052-8a2e-66e910d9a28f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MH	TCGA-EE-A2MH-10A	Blood Derived Normal
1dfd9b86-ed5a-409d-bb5c-b471bcaee68c	63b79ced-2594-4c16-9788-95bbf1f99d37_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29H	TCGA-EE-A29H-10A	Blood Derived Normal
781acd60-1d4c-42f4-b316-891df73bbc0a	9b6a527a-83f8-4b0a-95f4-af1dd54b3404_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-10A	Blood Derived Normal
57184774-4020-4149-a30a-7170c698bf0f	21ca01a9-b429-44d1-afc9-d70ac81c66e9_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5EP	TCGA-BF-A5EP-01A	Primary Tumor
c9677b0e-8fff-4924-bf17-0cc1c7cedadb	63718b62-e204-46b4-81b6-4c0a1ce87332_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZN	TCGA-FS-A1ZN-10A	Blood Derived Normal
a16221bc-24e6-4ecd-a050-f79a565ab7cd	fc249113-83d4-4abe-8c80-a4f7305dcd91_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HW	TCGA-DA-A1HW-06A	Metastatic
5b2396b3-9c44-49dc-80e5-edfc96e60909	7d7eb9c0-01bf-46e1-8107-f17852714d60_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z4	TCGA-FS-A1Z4-06A	Metastatic
223f71bc-f88a-4ce5-b2dc-ace4c35b034c	4a8251be-6505-4681-ab78-55086fc7d877_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29B	TCGA-EE-A29B-06A	Metastatic
c65d43a1-0752-40e2-97c4-80f91f33f30a	a2ef6b29-26e7-4be0-a87b-122dc2d217a2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29N	TCGA-EE-A29N-06A	Metastatic
fa842f4c-9f6f-4ace-83e7-3ac109f03218	d056645f-4dd3-49f3-b0a4-2293e2b4d82c_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A185	TCGA-EE-A185-06A	Metastatic
11545c11-8d3a-4d8c-8813-98dca8e2cf03	7b532980-ad10-4961-a39d-3b48a518dfd0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A1JW	TCGA-D9-A1JW-06A	Metastatic
037c23c4-3a01-460c-ae0b-53fe0bbc06ab	790e7d9b-a1e6-40ef-b46d-22e35dab4e5d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A1JW	TCGA-D9-A1JW-10A	Blood Derived Normal
5429b0db-7f1f-4e42-b95c-6dc5801b3310	ffae1dbb-c17b-493b-b098-d4296f6b5bae_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A4XL	TCGA-EB-A4XL-01A	Primary Tumor
03c80a47-35d0-4972-871a-d448f4e80b08	c16119f6-8efa-413a-9632-e6679db0a3e8_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A4XL	TCGA-EB-A4XL-10A	Blood Derived Normal
6c232863-ec9a-4f11-9dbe-f5acf3eb1473	ad8bb2f1-ddc5-4daa-ac6a-cb377588c5c2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A431	TCGA-EB-A431-10A	Blood Derived Normal
f68eb937-11d5-4608-99a4-123039b6a4a6	507a59f5-70a6-464c-ada3-3e686414045a_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZN	TCGA-FS-A1ZN-01A	Primary Tumor
a7576801-b809-41f0-8967-dd64619cece3	8bd5c911-3afb-4541-86e6-1330e7c9a5ed_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HW	TCGA-DA-A1HW-10A	Blood Derived Normal
d4108cc3-56fd-440e-91e4-fd22523ed4b6	463acb1f-1758-4e1e-a428-390cd23d8be9_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A44N	TCGA-EB-A44N-10A	Blood Derived Normal
e1af246c-fe2e-4059-98cd-00b996860a2e	53494b17-8d69-4f26-b944-7ffeb5b95524_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MJ	TCGA-EE-A2MJ-10A	Blood Derived Normal
6aa6c2bf-a0e4-4646-91ec-0c6bbe02ac4f	33f2b633-1489-4934-a556-19cc41fc0841_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HW	TCGA-DA-A1HW-10A	Blood Derived Normal
909c83a4-eb81-4856-847a-50dcccb682ba	ba059b4a-d1bf-4dbd-87dd-b0f7dd234917_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HW	TCGA-DA-A1HW-06A	Metastatic
44f82f53-216e-4623-a81a-1f0c4fbc1e13	90dbcc2c-71ab-4abf-8a1d-7587305e9435_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GT	TCGA-EE-A2GT-10A	Blood Derived Normal
fc70b302-71f7-4b33-aa37-b5d52cea4c11	352c1bf5-2ea6-4e78-833d-8f16b117a2a8_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29B	TCGA-EE-A29B-10A	Blood Derived Normal
0184ae98-a78c-4041-ac1d-388ce57ca0cc	62e364ed-d71c-41d9-9c7c-04cc844ce8ae_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZR	TCGA-FS-A1ZR-06A	Metastatic
439984d3-2255-4c71-afd4-df38dbe4364d	c21b6ecb-f70f-4e2e-964b-cba7e8ebaee9_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GS	TCGA-EE-A2GS-10A	Blood Derived Normal
4a02ba02-d830-4939-87df-f9a0338aa7e8	c4957682-b139-49e5-b182-fbcbc759cb9d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A299	TCGA-EB-A299-10A	Blood Derived Normal
509ef929-e833-4887-8568-ded58643630c	aebcb1a6-7ca5-486d-b402-7271ad7dee24_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3HV	TCGA-EB-A3HV-01A	Primary Tumor
140faadd-0e91-46fa-8b91-cfaac0c395f7	449de5ad-cbce-41a8-9e8d-d0e42982a191_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3XB	TCGA-EB-A3XB-01A	Primary Tumor
8df9f96b-862b-43cd-a016-12bccc005323	863b524b-4438-4133-98c0-c03bacc092a2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1QB	TCGA-D3-A1QB-10A	Blood Derived Normal
f8546fae-98c9-420a-b405-004107a7a8a3	e7cf12b4-3855-4111-8330-7a7183ce75b6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3XE	TCGA-EB-A3XE-10A	Blood Derived Normal
104c99bd-bb2f-46e7-89ba-1ff369e1ceb3	7d4c74d8-f98c-43b4-ab7f-28e9dcb0d961_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1QB	TCGA-D3-A1QB-06A	Metastatic
25f1f465-f3ab-4a1a-8c3b-844d8d2bcb92	d053f88f-09e6-472e-a691-bb293c461399_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19J	TCGA-ER-A19J-06A	Metastatic
564f4e4c-c4f1-4c3d-997a-5016f8d6cc71	659838fc-9ed3-40cb-a74a-33826bd60cc8_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-AAZY	TCGA-XV-AAZY-10A	Blood Derived Normal
